EventID,EventType,StartDateTime,EndDateTime,Borough,Category,SubCategoryName
446168,Shooting Permit,10/19/2018 02:00:00 PM,10/20/2018 02:00:00 AM,Manhattan,Film,Feature
186438,Shooting Permit,10/30/2014 07:00:00 AM,10/31/2014 02:00:00 AM,Queens,Television,Episodic series
445255,Shooting Permit,10/20/2018 07:00:00 AM,10/20/2018 06:00:00 PM,Brooklyn,Still Photography,Not Applicable
128794,Theater Load in and Load Outs,11/16/2013 12:01:00 AM,11/17/2013 06:00:00 AM,Manhattan,Theater,Theater
43547,Shooting Permit,01/10/2012 07:00:00 AM,01/10/2012 07:00:00 PM,Brooklyn,Television,Episodic series
66846,Shooting Permit,07/27/2012 07:00:00 AM,07/27/2012 07:00:00 PM,Brooklyn,Film,Feature
104342,Shooting Permit,06/21/2013 12:00:00 AM,06/21/2013 09:00:00 AM,Manhattan,Television,News
244863,Shooting Permit,09/16/2015 07:00:00 AM,09/16/2015 09:00:00 PM,Bronx,Television,Cable-episodic
446379,Shooting Permit,10/20/2018 06:00:00 AM,10/20/2018 10:00:00 PM,Manhattan,WEB,Not Applicable
446359,Shooting Permit,10/20/2018 12:01:00 AM,10/20/2018 12:00:00 PM,Manhattan,Television,News
203743,Shooting Permit,02/20/2015 06:00:00 AM,02/20/2015 07:00:00 PM,Queens,Still Photography,Not Applicable
446069,Shooting Permit,10/20/2018 06:00:00 AM,10/20/2018 09:00:00 PM,Brooklyn,Commercial,Promo
445165,Theater Load in and Load Outs,10/20/2018 12:01:00 AM,10/21/2018 06:00:00 AM,Manhattan,Theater,Theater
82397,Shooting Permit,01/07/2013 07:00:00 AM,01/07/2013 09:00:00 PM,Brooklyn,Television,Episodic series
137539,Shooting Permit,01/29/2014 12:01:00 AM,02/01/2014 06:00:00 AM,Manhattan,Theater,Theater
446355,Shooting Permit,10/19/2018 04:30:00 PM,10/20/2018 08:00:00 AM,Manhattan,Television,Episodic series
446372,DCAS Prep/Shoot/Wrap Permit,10/19/2018 06:30:00 PM,10/19/2018 11:59:00 PM,Brooklyn,Television,Episodic series
220618,Shooting Permit,05/08/2015 07:30:00 AM,05/08/2015 04:00:00 PM,Queens,Television,Variety
446318,Shooting Permit,10/20/2018 07:00:00 AM,10/20/2018 07:00:00 PM,Manhattan,Still Photography,Not Applicable
446056,Shooting Permit,10/19/2018 09:00:00 PM,10/20/2018 05:00:00 AM,Manhattan,Television,Episodic series
444612,Theater Load in and Load Outs,10/20/2018 06:00:00 AM,10/23/2018 11:00:00 PM,Manhattan,Theater,Theater
446007,Shooting Permit,10/19/2018 03:00:00 PM,10/20/2018 09:00:00 AM,Manhattan,Television,Cable-episodic
254555,Shooting Permit,11/20/2015 04:00:00 PM,11/21/2015 06:00:00 AM,Brooklyn,Television,Episodic series
239175,Shooting Permit,08/10/2015 06:00:00 AM,08/11/2015 02:00:00 AM,Brooklyn,Television,Episodic series
446506,DCAS Prep/Shoot/Wrap Permit,10/20/2018 01:00:00 AM,10/20/2018 08:00:00 PM,Brooklyn,Film,Feature
446135,Shooting Permit,10/19/2018 12:30:00 PM,10/19/2018 03:00:00 PM,Manhattan,Television,Episodic series
446345,DCAS Prep/Shoot/Wrap Permit,10/20/2018 10:00:00 AM,10/20/2018 11:00:00 PM,Staten Island,WEB,Not Applicable
241353,Shooting Permit,08/24/2015 06:00:00 AM,08/24/2015 10:00:00 PM,Manhattan,Television,Pilot
103691,Shooting Permit,05/24/2013 07:00:00 AM,05/24/2013 05:00:00 PM,Manhattan,Film,Not Applicable
194860,Shooting Permit,01/08/2015 10:00:00 AM,01/09/2015 02:00:00 AM,Queens,Television,Episodic series
148775,Shooting Permit,04/01/2014 07:00:00 AM,04/01/2014 09:00:00 PM,Brooklyn,Television,Episodic series
136405,Theater Load in and Load Outs,01/18/2014 10:00:00 AM,01/30/2014 10:00:00 PM,Manhattan,Theater,Theater
182135,Shooting Permit,09/21/2014 07:00:00 AM,09/21/2014 10:00:00 PM,Brooklyn,Film,Feature
144808,Shooting Permit,03/12/2014 10:00:00 AM,03/13/2014 01:00:00 AM,Manhattan,Film,Feature
124219,Shooting Permit,10/03/2013 10:00:00 AM,10/03/2013 11:59:00 PM,Brooklyn,Television,Episodic series
75908,Shooting Permit,10/30/2012 08:00:00 AM,10/30/2012 10:00:00 PM,Brooklyn,Television,Episodic series
207358,Shooting Permit,03/13/2015 06:00:00 AM,03/14/2015 02:00:00 AM,Manhattan,Television,Cable-episodic
245037,Shooting Permit,09/16/2015 09:00:00 AM,09/17/2015 01:00:00 AM,Brooklyn,Television,Episodic series
446350,Shooting Permit,10/19/2018 04:00:00 PM,10/20/2018 06:00:00 AM,Manhattan,Commercial,Commercial
446012,Shooting Permit,10/20/2018 06:00:00 AM,10/20/2018 10:00:00 PM,Manhattan,Television,Cable-episodic
89512,Shooting Permit,03/08/2013 06:00:00 AM,03/08/2013 10:00:00 PM,Brooklyn,Commercial,Commercial
446414,Shooting Permit,10/20/2018 06:00:00 AM,10/20/2018 09:00:00 PM,Brooklyn,Film,Feature
55030,Rigging Permit,04/26/2012 05:00:00 AM,04/27/2012 11:00:00 PM,Queens,Television,Episodic series
445825,Shooting Permit,10/20/2018 06:00:00 AM,10/20/2018 07:00:00 PM,Manhattan,Still Photography,Not Applicable
442468,Theater Load in and Load Outs,10/20/2018 12:01:00 AM,10/21/2018 06:00:00 AM,Brooklyn,Theater,Theater
253097,Shooting Permit,11/13/2015 05:00:00 PM,11/14/2015 02:00:00 AM,Brooklyn,Film,Short
443037,Theater Load in and Load Outs,10/20/2018 12:01:00 AM,10/20/2018 11:59:00 PM,Manhattan,Theater,Theater
55306,Shooting Permit,04/27/2012 05:00:00 AM,04/27/2012 10:00:00 PM,Brooklyn,Commercial,Promo
235029,Shooting Permit,07/15/2015 09:00:00 AM,07/15/2015 10:00:00 PM,Brooklyn,Television,Cable-episodic
255525,Shooting Permit,11/21/2015 09:00:00 AM,11/21/2015 10:00:00 PM,Manhattan,Commercial,Commercial
258076,Shooting Permit,12/11/2015 09:30:00 AM,12/12/2015 01:00:00 AM,Brooklyn,Film,Feature
134744,Shooting Permit,12/19/2013 05:00:00 AM,12/19/2013 07:00:00 PM,Brooklyn,Still Photography,Not Applicable
250925,Shooting Permit,11/02/2015 07:00:00 AM,11/02/2015 08:00:00 PM,Brooklyn,Television,Episodic series
222524,Shooting Permit,05/20/2015 05:00:00 AM,05/20/2015 11:00:00 PM,Manhattan,Television,Reality
351932,Theater Load in and Load Outs,06/27/2017 12:01:00 AM,06/29/2017 06:00:00 AM,Manhattan,Theater,Theater
313286,Shooting Permit,10/06/2016 08:00:00 AM,10/07/2016 12:00:00 AM,Manhattan,Television,Episodic series
257858,Shooting Permit,12/10/2015 06:00:00 AM,12/10/2015 09:00:00 PM,Manhattan,WEB,Not Applicable
172195,Shooting Permit,07/21/2014 07:00:00 AM,07/22/2014 10:00:00 PM,Brooklyn,Still Photography,Not Applicable
239908,Shooting Permit,08/11/2015 06:00:00 AM,08/11/2015 09:00:00 PM,Queens,Television,Episodic series
80779,Shooting Permit,12/13/2012 06:00:00 AM,12/13/2012 11:59:00 PM,Queens,Television,Cable-episodic
184857,Shooting Permit,10/15/2014 06:00:00 AM,10/15/2014 11:59:00 PM,Manhattan,Film,Feature
496687,Shooting Permit,07/11/2019 07:00:00 AM,07/11/2019 10:00:00 PM,Brooklyn,Television,Episodic series
130915,Shooting Permit,11/21/2013 08:00:00 AM,11/21/2013 11:00:00 PM,Manhattan,Film,Feature
446495,Shooting Permit,10/21/2018 06:00:00 AM,10/21/2018 11:00:00 PM,Brooklyn,Film,Feature
256015,Shooting Permit,11/30/2015 02:00:00 PM,12/01/2015 04:00:00 AM,Queens,Film,Feature
107528,Shooting Permit,06/17/2013 06:00:00 AM,06/17/2013 09:00:00 PM,Manhattan,Film,Feature
227207,Shooting Permit,06/09/2015 03:00:00 PM,06/10/2015 04:00:00 AM,Manhattan,Television,Cable-episodic
43997,Theater Load in and Load Outs,01/19/2012 07:00:00 AM,02/20/2012 10:00:00 PM,Manhattan,Theater,Theater
166027,Shooting Permit,06/17/2014 07:00:00 AM,06/17/2014 07:00:00 PM,Manhattan,Still Photography,Not Applicable
149023,Shooting Permit,03/31/2014 07:00:00 AM,03/31/2014 10:00:00 PM,Queens,Television,Episodic series
168182,DCAS Prep/Shoot/Wrap Permit,06/30/2014 06:00:00 AM,06/30/2014 09:00:00 PM,Manhattan,Television,Pilot
443487,Theater Load in and Load Outs,10/21/2018 12:01:00 AM,10/21/2018 11:59:00 PM,Brooklyn,Theater,Theater
446383,Shooting Permit,10/21/2018 09:30:00 AM,10/21/2018 05:00:00 PM,Manhattan,Film,Feature
153729,Shooting Permit,04/22/2014 06:00:00 AM,04/22/2014 10:00:00 PM,Queens,Television,Episodic series
166782,Shooting Permit,06/24/2014 06:00:00 AM,06/24/2014 10:00:00 PM,Brooklyn,Film,Feature
442083,Theater Load in and Load Outs,10/21/2018 08:00:00 AM,10/21/2018 11:59:00 PM,Brooklyn,Theater,Theater
69786,Shooting Permit,08/22/2012 07:00:00 AM,08/22/2012 11:00:00 PM,Manhattan,Television,Episodic series
55900,Shooting Permit,05/03/2012 09:00:00 AM,05/03/2012 07:00:00 PM,Brooklyn,Commercial,Commercial
446352,Shooting Permit,10/21/2018 07:00:00 AM,10/21/2018 08:00:00 PM,Manhattan,Film,Feature
443040,Theater Load in and Load Outs,10/21/2018 12:01:00 AM,10/22/2018 11:59:00 PM,Manhattan,Theater,Theater
446289,Theater Load in and Load Outs,10/21/2018 06:00:00 AM,10/21/2018 06:00:00 PM,Manhattan,Theater,Theater
71348,Theater Load in and Load Outs,09/21/2012 12:00:00 AM,09/21/2012 09:00:00 AM,Manhattan,Television,Morning Show
446187,Theater Load in and Load Outs,10/21/2018 12:01:00 AM,10/21/2018 11:59:00 PM,Manhattan,Theater,Theater
173315,Rigging Permit,08/13/2014 07:00:00 AM,08/13/2014 07:00:00 PM,Brooklyn,Television,Cable-episodic
446360,Shooting Permit,10/21/2018 06:00:00 AM,10/21/2018 08:00:00 PM,Manhattan,Film,Feature
446294,Theater Load in and Load Outs,10/21/2018 12:01:00 AM,10/21/2018 11:59:00 PM,Manhattan,Theater,Theater
242680,Shooting Permit,08/31/2015 06:00:00 AM,08/31/2015 10:00:00 PM,Brooklyn,Commercial,Commercial
185662,Shooting Permit,10/22/2014 07:00:00 AM,10/22/2014 11:00:00 PM,Manhattan,Television,Episodic series
446401,Shooting Permit,10/21/2018 07:00:00 AM,10/21/2018 10:00:00 PM,Bronx,Television,Cable-episodic
52568,Shooting Permit,04/06/2012 06:00:00 AM,04/06/2012 08:00:00 PM,Brooklyn,Film,Short
94339,Shooting Permit,04/14/2013 09:00:00 AM,04/14/2013 11:00:00 PM,Queens,Film,Not Applicable
198669,Shooting Permit,01/21/2015 08:00:00 AM,01/22/2015 12:00:00 AM,Manhattan,Television,Episodic series
113303,Shooting Permit,07/19/2013 10:30:00 AM,07/19/2013 04:00:00 PM,Manhattan,Still Photography,Not Applicable
77483,Shooting Permit,11/16/2012 06:00:00 AM,11/16/2012 09:00:00 PM,Brooklyn,Film,Feature
445854,Shooting Permit,10/21/2018 06:00:00 AM,10/21/2018 07:00:00 PM,Manhattan,Still Photography,Not Applicable
446448,Shooting Permit,10/21/2018 06:00:00 AM,10/21/2018 07:00:00 PM,Brooklyn,Still Photography,Not Applicable
43675,Shooting Permit,01/09/2012 07:00:00 AM,01/09/2012 08:00:00 PM,Manhattan,Still Photography,Not Applicable
208094,Shooting Permit,03/18/2015 07:00:00 AM,03/18/2015 09:00:00 PM,Queens,Film,Feature
241020,Shooting Permit,08/24/2015 07:00:00 AM,08/24/2015 07:00:00 PM,Manhattan,Commercial,Commercial
446386,Shooting Permit,10/21/2018 06:00:00 AM,10/21/2018 10:00:00 PM,Manhattan,WEB,Not Applicable
148384,Shooting Permit,03/27/2014 03:00:00 PM,03/28/2014 06:00:00 AM,Manhattan,Television,Pilot
132252,Shooting Permit,12/05/2013 07:00:00 AM,12/06/2013 02:00:00 AM,Manhattan,Television,Cable-episodic
446183,Shooting Permit,10/20/2018 04:00:00 PM,10/21/2018 01:00:00 AM,Brooklyn,WEB,Not Applicable
229579,Shooting Permit,06/24/2015 09:30:00 AM,06/25/2015 02:00:00 AM,Manhattan,Film,Feature
124240,Shooting Permit,10/02/2013 07:00:00 AM,10/02/2013 08:00:00 PM,Queens,Commercial,Commercial
256975,Theater Load in and Load Outs,12/07/2015 04:00:00 AM,12/07/2015 11:30:00 PM,Brooklyn,Theater,Theater
446339,Shooting Permit,10/21/2018 07:00:00 AM,10/21/2018 07:00:00 PM,Manhattan,Still Photography,Not Applicable
371933,Shooting Permit,08/25/2017 12:00:00 PM,08/26/2017 01:00:00 AM,Manhattan,Television,Episodic series
321402,Shooting Permit,12/04/2016 01:00:00 PM,12/04/2016 10:00:00 PM,Brooklyn,Television,Episodic series
70930,Shooting Permit,09/01/2012 07:30:00 AM,09/01/2012 07:30:00 PM,Queens,Television,Episodic series
170799,Shooting Permit,07/25/2014 06:00:00 AM,07/25/2014 10:00:00 PM,Brooklyn,Television,Cable-episodic
303641,Shooting Permit,08/02/2016 07:00:00 AM,08/02/2016 12:00:00 PM,Manhattan,WEB,Not Applicable
360791,Shooting Permit,06/28/2017 07:00:00 AM,06/28/2017 07:00:00 PM,Brooklyn,WEB,Not Applicable
70494,Shooting Permit,08/31/2012 07:00:00 AM,08/31/2012 09:00:00 PM,Brooklyn,Television,Episodic series
213826,Shooting Permit,04/16/2015 10:00:00 AM,04/17/2015 12:00:00 AM,Manhattan,Television,Episodic series
75344,Theater Load in and Load Outs,10/27/2012 07:00:00 AM,10/27/2012 11:00:00 PM,Manhattan,Theater,Theater
182866,Theater Load in and Load Outs,10/28/2014 12:01:00 AM,10/29/2014 06:00:00 AM,Manhattan,Theater,Theater
48958,Shooting Permit,03/09/2012 04:00:00 PM,03/09/2012 11:00:00 PM,Manhattan,Student,Student Film
496650,Shooting Permit,07/11/2019 03:00:00 AM,07/11/2019 10:00:00 AM,Manhattan,Television,News
243359,Shooting Permit,09/08/2015 07:00:00 AM,09/08/2015 11:00:00 PM,Brooklyn,Television,Episodic series
55505,Shooting Permit,05/02/2012 07:00:00 AM,05/02/2012 01:00:00 PM,Queens,Film,Feature
79887,Shooting Permit,12/08/2012 06:00:00 PM,12/08/2012 11:00:00 PM,Manhattan,Student,Student Film
445509,Shooting Permit,10/22/2018 07:00:00 AM,10/22/2018 11:00:00 PM,Brooklyn,Television,Episodic series
59062,Shooting Permit,05/25/2012 07:00:00 AM,05/25/2012 11:59:00 PM,Manhattan,Television,Cable-episodic
169674,Shooting Permit,07/08/2014 07:00:00 AM,07/08/2014 11:00:00 PM,Queens,Television,Episodic series
131812,Theater Load in and Load Outs,12/07/2013 12:01:00 AM,12/08/2013 06:00:00 AM,Manhattan,Theater,Theater
75080,Theater Load in and Load Outs,10/28/2012 07:00:00 AM,10/28/2012 06:00:00 PM,Manhattan,Theater,Theater
95632,Theater Load in and Load Outs,05/04/2013 12:01:00 AM,05/06/2013 06:00:00 AM,Manhattan,Theater,Theater
446563,Shooting Permit,10/22/2018 06:00:00 AM,10/22/2018 10:00:00 PM,Manhattan,Film,Feature
154607,Shooting Permit,04/24/2014 07:00:00 AM,04/24/2014 09:00:00 PM,Manhattan,Television,Episodic series
187902,Shooting Permit,11/10/2014 05:00:00 AM,11/10/2014 09:00:00 PM,Queens,Film,Not Applicable
207670,Shooting Permit,03/13/2015 08:00:00 AM,03/13/2015 10:00:00 PM,Queens,Film,Feature
96424,Shooting Permit,04/21/2013 08:00:00 AM,04/23/2013 06:00:00 PM,Manhattan,Student,Student Film
54042,Shooting Permit,04/23/2012 12:00:00 AM,04/23/2012 08:00:00 PM,Brooklyn,Student,Student Film
239764,Shooting Permit,08/13/2015 06:00:00 AM,08/13/2015 11:00:00 PM,Queens,Commercial,Commercial
98105,Shooting Permit,05/01/2013 06:00:00 AM,05/01/2013 11:00:00 PM,Manhattan,Film,Feature
237612,Shooting Permit,07/31/2015 09:00:00 AM,07/31/2015 03:00:00 PM,Manhattan,Television,Reality
57952,Theater Load in and Load Outs,05/24/2012 06:00:00 AM,05/25/2012 06:00:00 AM,Manhattan,Theater,Theater
74380,Shooting Permit,10/15/2012 06:00:00 AM,10/15/2012 11:00:00 PM,Queens,WEB,Not Applicable
68031,Shooting Permit,08/07/2012 06:00:00 AM,08/07/2012 01:00:00 PM,Queens,WEB,Not Applicable
83475,Shooting Permit,01/16/2013 06:00:00 AM,01/16/2013 09:00:00 PM,Brooklyn,Commercial,Commercial
258410,Theater Load in and Load Outs,12/15/2015 12:01:00 AM,12/15/2015 11:59:00 PM,Manhattan,Theater,Theater
446387,Shooting Permit,10/22/2018 07:00:00 AM,10/22/2018 10:00:00 PM,Manhattan,Television,Episodic series
251053,Shooting Permit,10/30/2015 06:00:00 AM,10/30/2015 10:00:00 PM,Queens,Television,Episodic series
191904,Shooting Permit,12/05/2014 12:01:00 AM,12/06/2014 10:00:00 AM,Manhattan,WEB,Not Applicable
167294,Shooting Permit,06/29/2014 01:00:00 PM,06/30/2014 02:00:00 AM,Brooklyn,Television,Cable-episodic
446336,Shooting Permit,10/22/2018 06:30:00 AM,10/22/2018 09:30:00 PM,Queens,Television,Episodic series
149704,Shooting Permit,04/04/2014 07:00:00 AM,04/04/2014 11:00:00 PM,Brooklyn,Television,Episodic series
85205,DCAS Prep/Shoot/Wrap Permit,02/04/2013 08:30:00 AM,02/04/2013 09:00:00 PM,Manhattan,Television,Episodic series
126892,Theater Load in and Load Outs,10/28/2013 08:00:00 AM,10/28/2013 11:59:00 PM,Manhattan,Theater,Theater
446581,Shooting Permit,10/22/2018 07:00:00 AM,10/22/2018 09:00:00 PM,Brooklyn,Film,Feature
134695,Shooting Permit,12/18/2013 06:00:00 AM,12/18/2013 07:00:00 PM,Manhattan,Film,Feature
102023,Shooting Permit,05/16/2013 12:00:00 PM,05/17/2013 03:00:00 AM,Queens,Film,Feature
188114,Shooting Permit,11/12/2014 06:00:00 AM,11/12/2014 11:00:00 PM,Manhattan,Television,Episodic series
188585,Shooting Permit,11/14/2014 12:00:00 PM,11/15/2014 03:00:00 AM,Manhattan,Film,Feature
51360,Shooting Permit,03/29/2012 11:00:00 AM,03/29/2012 04:00:00 PM,Manhattan,Television,Cable-episodic
47596,Shooting Permit,02/28/2012 06:00:00 AM,02/29/2012 10:00:00 PM,Manhattan,Television,Episodic series
213142,Theater Load in and Load Outs,04/14/2015 12:01:00 AM,04/15/2015 06:00:00 AM,Manhattan,Theater,Theater
44536,Shooting Permit,01/23/2012 07:00:00 AM,01/23/2012 09:00:00 PM,Manhattan,Television,Episodic series
222797,Shooting Permit,05/29/2015 07:00:00 AM,05/29/2015 09:00:00 PM,Brooklyn,Television,Episodic series
194897,Shooting Permit,12/19/2014 04:00:00 PM,12/20/2014 02:00:00 AM,Queens,Television,Episodic series
446474,Shooting Permit,10/22/2018 06:00:00 AM,10/22/2018 10:00:00 PM,Bronx,Film,Feature
121142,Theater Load in and Load Outs,10/18/2013 12:01:00 AM,10/19/2013 06:00:00 AM,Manhattan,Theater,Theater
133588,Rigging Permit,12/13/2013 07:00:00 AM,12/13/2013 05:00:00 PM,Queens,Film,Feature
133264,Shooting Permit,12/06/2013 06:00:00 AM,12/06/2013 09:00:00 PM,Staten Island,Commercial,Commercial
446356,Shooting Permit,10/22/2018 08:00:00 AM,10/22/2018 11:00:00 PM,Queens,Television,Episodic series
100183,Shooting Permit,05/10/2013 07:00:00 AM,05/10/2013 11:00:00 PM,Brooklyn,Television,Cable-episodic
207113,Shooting Permit,03/12/2015 08:00:00 AM,03/13/2015 12:00:00 AM,Brooklyn,Television,Episodic series
79415,Shooting Permit,12/03/2012 06:00:00 AM,12/03/2012 10:00:00 PM,Manhattan,Film,Not Applicable
244817,Shooting Permit,09/14/2015 05:30:00 PM,09/15/2015 05:30:00 AM,Queens,Film,Feature
131197,Shooting Permit,11/22/2013 06:00:00 AM,11/22/2013 06:00:00 PM,Brooklyn,Television,Variety
129711,Shooting Permit,11/16/2013 02:00:00 PM,11/17/2013 02:00:00 AM,Brooklyn,Television,Pilot
117411,Shooting Permit,08/14/2013 07:00:00 PM,08/15/2013 06:00:00 AM,Manhattan,Film,Short
444717,Theater Load in and Load Outs,10/22/2018 12:01:00 AM,11/05/2018 11:59:00 PM,Manhattan,Theater,Theater
446319,Shooting Permit,10/22/2018 07:00:00 AM,10/22/2018 10:00:00 PM,Brooklyn,Television,Episodic series
446406,Shooting Permit,10/21/2018 06:00:00 PM,10/21/2018 09:00:00 PM,Manhattan,Still Photography,Not Applicable
62667,Shooting Permit,06/19/2012 06:00:00 AM,06/19/2012 10:00:00 PM,Manhattan,Commercial,Commercial
185986,Shooting Permit,10/24/2014 09:00:00 AM,10/24/2014 11:00:00 PM,Brooklyn,Television,Cable-episodic
227459,Shooting Permit,06/08/2015 12:00:00 AM,06/08/2015 03:00:00 PM,Manhattan,Television,News
130438,Shooting Permit,11/21/2013 06:00:00 AM,11/21/2013 11:00:00 PM,Queens,Television,Episodic series
443334,Theater Load in and Load Outs,10/22/2018 12:01:00 AM,10/22/2018 11:59:00 PM,Brooklyn,Theater,Theater
446619,Shooting Permit,10/22/2018 07:00:00 AM,10/22/2018 10:00:00 PM,Manhattan,Television,Cable-episodic
442084,Theater Load in and Load Outs,10/22/2018 08:00:00 AM,10/22/2018 08:00:00 PM,Brooklyn,Theater,Theater
44061,Shooting Permit,01/18/2012 06:00:00 AM,01/18/2012 09:00:00 PM,Brooklyn,Commercial,Promo
140270,Shooting Permit,02/05/2014 10:00:00 AM,02/06/2014 04:00:00 AM,Manhattan,Television,Pilot
446388,Shooting Permit,10/22/2018 02:00:00 AM,10/22/2018 09:00:00 PM,Brooklyn,Television,Episodic series
170521,Shooting Permit,07/10/2014 12:00:00 PM,07/11/2014 03:00:00 AM,Brooklyn,Film,Feature
49651,Shooting Permit,03/19/2012 07:00:00 AM,03/19/2012 09:00:00 PM,Manhattan,Television,Episodic series
87711,Shooting Permit,02/26/2013 07:00:00 AM,02/26/2013 09:00:00 PM,Brooklyn,Television,Episodic series
446371,Shooting Permit,10/22/2018 06:00:00 AM,10/22/2018 08:00:00 PM,Brooklyn,Commercial,Promo
193446,DCAS Prep/Shoot/Wrap Permit,12/12/2014 09:00:00 AM,12/12/2014 11:59:00 PM,Bronx,Television,Made for TV/mini-series
180676,Shooting Permit,09/12/2014 09:00:00 AM,09/13/2014 12:00:00 AM,Brooklyn,Television,Episodic series
446512,Shooting Permit,10/22/2018 07:00:00 AM,10/22/2018 11:00:00 PM,Brooklyn,Film,Feature
446367,Shooting Permit,10/22/2018 06:00:00 AM,10/22/2018 10:00:00 PM,Queens,Television,Cable-episodic
185172,Theater Load in and Load Outs,10/28/2014 12:01:00 AM,10/29/2014 06:00:00 AM,Brooklyn,Theater,Theater
75472,Shooting Permit,10/25/2012 06:00:00 AM,10/25/2012 10:00:00 PM,Manhattan,Television,Reality
200153,Theater Load in and Load Outs,01/29/2015 12:01:00 AM,01/29/2015 11:59:00 PM,Manhattan,Theater,Theater
45409,Shooting Permit,02/06/2012 05:00:00 AM,02/06/2012 08:00:00 PM,Manhattan,Film,Not Applicable
94861,Shooting Permit,04/15/2013 09:00:00 AM,04/16/2013 12:00:00 AM,Manhattan,Film,Feature
43771,Theater Load in and Load Outs,01/20/2012 12:01:00 AM,01/21/2012 06:00:00 AM,Manhattan,Theater,Theater
446254,Shooting Permit,10/22/2018 06:00:00 AM,10/22/2018 09:00:00 PM,Manhattan,Television,Episodic series
195789,Shooting Permit,01/02/2015 09:00:00 AM,01/02/2015 11:00:00 PM,Manhattan,Film,Feature
446228,Shooting Permit,10/22/2018 07:00:00 AM,10/22/2018 09:00:00 PM,Brooklyn,Television,Episodic series
446418,Theater Load in and Load Outs,10/22/2018 12:01:00 AM,10/22/2018 11:59:00 PM,Manhattan,Theater,Theater
249447,Shooting Permit,10/20/2015 02:00:00 PM,10/20/2015 11:59:00 PM,Manhattan,Television,Magazine Show
246464,Shooting Permit,09/24/2015 08:00:00 AM,09/24/2015 07:00:00 PM,Queens,Television,Episodic series
66415,Shooting Permit,07/28/2012 06:00:00 AM,07/28/2012 08:00:00 PM,Brooklyn,Commercial,Commercial
176937,Shooting Permit,08/19/2014 10:00:00 AM,08/19/2014 11:59:00 PM,Brooklyn,Film,Feature
446186,Shooting Permit,10/22/2018 07:00:00 AM,10/22/2018 10:00:00 PM,Manhattan,Television,Cable-episodic
50404,Shooting Permit,03/22/2012 06:29:00 AM,03/22/2012 06:00:00 PM,Manhattan,Commercial,Commercial
56599,Shooting Permit,05/09/2012 06:30:00 AM,05/09/2012 07:00:00 PM,Manhattan,Still Photography,Not Applicable
46278,Shooting Permit,02/17/2012 06:00:00 AM,02/17/2012 09:00:00 PM,Manhattan,Commercial,Industrial/Corporate
129515,Shooting Permit,11/20/2013 06:00:00 AM,11/20/2013 04:00:00 PM,Brooklyn,Television,Episodic series
173425,Shooting Permit,08/01/2014 06:00:00 AM,08/01/2014 11:00:00 PM,Brooklyn,Television,Cable-episodic
123707,DCAS Prep/Shoot/Wrap Permit,10/01/2013 08:00:00 AM,10/01/2013 10:00:00 PM,Manhattan,Television,Cable-episodic
137856,Shooting Permit,01/16/2014 01:00:00 AM,01/16/2014 01:00:00 PM,Manhattan,Television,News
69780,Shooting Permit,08/20/2012 09:00:00 AM,08/21/2012 12:00:00 AM,Manhattan,Television,Episodic series
446343,Shooting Permit,10/22/2018 07:00:00 AM,10/22/2018 10:00:00 PM,Brooklyn,Film,Feature
132248,Shooting Permit,12/07/2013 07:00:00 AM,12/07/2013 10:00:00 PM,Brooklyn,Film,Feature
446263,Shooting Permit,10/22/2018 07:00:00 AM,10/22/2018 10:00:00 PM,Brooklyn,Television,Cable-episodic
75341,Theater Load in and Load Outs,11/08/2012 09:00:00 AM,11/08/2012 11:00:00 PM,Manhattan,Theater,Theater
442075,Theater Load in and Load Outs,10/22/2018 07:00:00 AM,10/22/2018 11:00:00 PM,Brooklyn,Theater,Theater
446453,Shooting Permit,10/22/2018 07:00:00 AM,10/22/2018 09:00:00 PM,Queens,Television,Episodic series
434455,Theater Load in and Load Outs,10/22/2018 12:01:00 AM,10/25/2018 06:00:00 AM,Manhattan,Theater,Theater
446580,Shooting Permit,10/22/2018 07:00:00 AM,10/22/2018 09:00:00 PM,Queens,Television,Episodic series
215283,Shooting Permit,04/20/2015 08:00:00 AM,04/20/2015 08:00:00 PM,Manhattan,Documentary,Not Applicable
209920,Shooting Permit,03/24/2015 10:30:00 PM,03/27/2015 02:00:00 AM,Manhattan,Film,Feature
126489,Shooting Permit,10/22/2013 06:30:00 AM,10/22/2013 11:00:00 PM,Brooklyn,Television,Episodic series
202746,Shooting Permit,02/18/2015 07:00:00 AM,02/18/2015 10:00:00 PM,Brooklyn,Television,Episodic series
148675,Shooting Permit,03/27/2014 04:00:00 AM,03/27/2014 10:00:00 AM,Manhattan,Television,News
193149,Shooting Permit,12/08/2014 06:00:00 AM,12/08/2014 08:00:00 PM,Manhattan,Television,Made for TV/mini-series
248631,Shooting Permit,10/09/2015 06:00:00 AM,10/09/2015 10:00:00 PM,Brooklyn,Still Photography,Not Applicable
218328,Shooting Permit,05/04/2015 07:00:00 AM,05/04/2015 07:00:00 PM,Manhattan,WEB,Not Applicable
202638,Shooting Permit,02/13/2015 02:00:00 AM,02/13/2015 09:00:00 AM,Manhattan,Television,Morning Show
115035,Shooting Permit,07/27/2013 09:00:00 AM,07/28/2013 01:00:00 AM,Queens,Film,Feature
241142,Shooting Permit,08/22/2015 06:00:00 AM,08/22/2015 11:00:00 PM,Manhattan,Commercial,Commercial
